"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,
17.6.1,Microsurgery of the skull base: Middel fossa approach (i.e transtemporal or supralabyrinthine),,,,,,,
3229,Facial nerve: Exploration of the labyrinthine segment,"R5,906.20",,"R7,589.30",,"R7,589.30",,
5221,Facial nerve: Grafting of labyrinthine segment (graft removal and exploration of labyrinthine segment are included),"R7,171.60",,"R9,215.80",,"R9,215.80",,
5222,"Facial nerve surgery inside the internal auditory canal (if grafting is required, the grafting and harvesting of graft are included)","R8,718.40",,"R11,203.30",,"R11,203.30",,
5223,"Vestibular neurectomy, removal of supra-labyrinthine tumours, or similar procedures","R7,453.00",,"R9,577.10",,"R9,577.10",,
5224,Middle fossa approach for removal of acoustic neuroma this procedure does not include resection or repair and closure or grafts,R0.00,,R0.00,,R0.00,,
17.6.2,Microsurgery of the skull base: Translabyrinthe approach,,,,,,,
3239,Acoustic neuroma removal translabyrinthine,"R9,281.20",,"R11,926.00",,"R11,926.00",,
5227,Cochleo-vestibular neurectomy,"R7,453.00",,"R9,577.10",,"R9,577.10",,
5228,"Nerve section: Vestibular, transcranial approach (approach 1): Graft harvesting not included","R5,549.70",,"R11,082.90",,"R11,082.90",,
5229,Translabyrinthine approach for facial nerve surgery in the internal auditory canal this procedure does not include resection or repair and closure or grafts,R0.00,,R0.00,,R0.00,,
17.6.3,Microsurgery of the skull base: Transotic approach to the cerebellopontime angle,,,,,,,
5232,Removal of acoustic neuroma or cyst of the internal auditory canal - this procedure is for resection and does not include approach or repair and closure or grafts,R0.00,,R0.00,,R0.00,,
17.6.4,Microsurgery of the skull base: Intratemporal fossa approach type A,,,,,,,
5235,"Removal of tumour for the jugular foramen, internal carotid artery, petrous apex and large intratemporal tumours","R9,983.90",,"R12,829.60",,"R12,829.60",,
17.6.5,Microsurgery of the skull base: Intratemporal fossa approach type B,,,,,,,
5238,Removal of tumour of the petrous apex,"R8,718.40",,"R11,203.30",,"R11,203.30",,
17.6.6,Microsurgery of the skull base: Intrafemoral approach type C,,,,,,,
5242,Removal of nasopharyngeal angiofibroma or carcinoma,"R7,312.60",,"R9,396.60",,"R9,396.60",,
5243,"Removal of tumour from the intratemporal fossa, pterygopalatine fossa, parasellar region or nasopharynx","R7,312.60",,"R9,396.60",,"R9,396.60",,
17.6.7,Microsurgery of the skull base: Subtotal petrosectomy,,,,,,,
5246,Subtotal petrosectomy for removal of temporal bone tumour,"R8,437.30",,"R10,841.90",,"R10,841.90",,
5247,Subtotal petrosectomy for CSF leak and/or for total obliteration of the mastoid cavity,"R6,749.60",,"R8,673.50",,"R8,673.50",,
17.6.8,Microsurgery of the skull base: Petrosectomy and radical dissection of petromandibular fossa,,,,,,,
5250,Partial mastoido-tympanectomy for malignancy of the deep lobe of the parotid gland,"R7,312.60",,"R9,396.60",,"R9,396.60",,
5251,Total mastoido-tympanectomy for more extensive malignancy of the deep lobe of the parotid gland,"R8,437.30",,"R10,841.90",,"R10,841.90",,
5252,Extended petrosectomy for extensive malignancy of the deep lobe of the parotid gland,"R9,281.20",,"R11,926.00",,"R11,926.00",,
18,Physical Treatment,,,,,,,
3279,"Domiciliary or nursing home treatment (only applicable where a patient is physically incapable of attending the rooms, and the equipment has to be transported to the patient)",R0.00,,R13.60,,R13.60,,
3280,Consultation units for specialists in physical medicine when treatment is given (per treatment),R0.00,,R243.80,,R243.80,,
3281,Ultrasonic therapy,R0.00,,R180.30,,R180.30,,
3282,Shortwave diathermy,R0.00,,R180.30,,R180.30,,
3284,Sensory nerve conduction studies,R0.00,,R560.30,,R560.30,,
3285,Motor nerve conduction studies,R0.00,,R469.80,,R469.80,,
3287,Spinal joint and ligament injection,R351.40,,R361.40,,R361.40,,
3288,Epidural injection,R0.00,,R650.40,,R650.40,,
3289,Multiple injections: First joint,R0.00,,R135.60,,R135.60,,
3290,Multiple injections: Each additional joint,R0.00,,R81.30,,R81.30,,
3291,Tendon or ligament injection,R0.00,,R162.50,,R162.50,,
3292,Aspiration of joint or inter-articular injection,R0.00,,R162.50,,R162.50,,
3293,Aspiration or injection of bursa or ganglion,R0.00,,R162.50,,R162.50,,
3294,Paracervical (neck) nerve block (for pelvis refer to item 2389),R0.00,,R361.40,,R361.40,,
3295,Paravertebral root block: Unilateral,R0.00,,R361.40,,R361.40,,
3296,Paravertebral root block: Bilateral,R0.00,,R542.10,,R542.10,,
3297,Manipulation of spine performed by a specialist in Physical Medicine,R0.00,,R252.60,,R252.60,,
3298,Spinal traction,R0.00,,R108.70,,R108.70,,
3299,Manipulation of large joints: Under general anaesthesia,R0.00,,R252.60,,R252.60,,
3299a,Manipulation of large joints: Under general anaesthesia,R0.00,,R252.60,,R252.60,,
3300,Manipulation of large joints: Without anaesthetic,R0.00,F,,F,,F,
3301,Muscle fatigue studies,R0.00,,R361.40,,R361.40,,
3302,Strength duration curve per session,R0.00,,R189.80,,R189.80,,
3303,Electromyography,R0.00,,"R1,355.40",,"R1,355.40",,
3304,"All other physical treatments carried out: Complete physical treatment: Specify treatment (For subsequent treatments by a general practitioner, for the same condition within 4 months after initial treatment: A fee for the treatment only, is applicable: See general rules L and M)",R175.60,,R180.30,,R180.30,,
,SPECIAL MODIFIER: SECTION ON PHYSICAL TREATMENT,,,,,,,
0077,"Physical treatment: When two separate areas are treated simultaneously for totally different conditions, such treatment shall be regarded as two treatments for which separate fees may be charged. (Only applicable if services are provided by a specialist in physical medicine)",,,,,,,
5431,"Physical status modifier: Normal health patient, ASA 1: Add 0.00 anaesthetic units",R0.00,,,,,,
5432,"Physical status modifier: A patient with mild systemic disease, ASA 2: Add 0,00 anaesthetic units",R0.00,,,,,,
5436,"Physical status modifier: A declared brain-dead patient whose organs are being removed for donor purposes ASA 6: Add 0,00 anaesthetic units",R0.00,,,,,,
19,Radiology,,,,,,,
,Please note: The calculated amounts in this section (except for sections 19.9 and 19.11) are calculated according to the radiology unit values,,,,,,,
,RULES GOVERNING THE SECTION RADIOLOGY,,,,,,,
Y.,"DISCONTINUED 2016: Rule Y [Contrast material: Except where otherwise indicated, radiologists are entitled to charge for contrast material used] has been discontinued",,,,,,,
Z.,DISCONTINUED 2016: Rule Z [No fee is subject to more than one reduction] has been discontinued,,,,,,,
GG.,"Capturing and recording of examinations: Images from all radiological, ultrasound and magnetic resonance imaging procedures must be captured during every examination and a permanent record generated by means of film, paper, or magnetic media.  A report of the examination, including the findings and diagnostic comment, must be written and stored for five years",,,,,,,
RR.,"The radiology section in this price list is not for use by registered specialist radiology practices (Pr No ""038"") or nuclear medicine practices (Pr No ""025""), but only for use by other specialist practices or general practitioners.
A separate radiology schedule is for the exclusive use of registered specialist radiology practices (Pr No ""038"") and nuclear medicine practices (Pr No ""025"").",,,,,,,
,MODIFIERS GOVERNING THE SECTION,,,,,,,
0080,Multiple examinations: Full Fee,,,,,,,
0081,Repeat examinations: No reduction,,,,,,,
0082,"Plus “+” Means that this item is complementary to a preceding item and is therefore not subject to reduction. The procedures marked with ""+"" must not be added to the units for the definitive item and must appear on a separate line on the account.",R0.00,,,,,,
0083,"A reduction of 33,33% (1/3) in the fee will apply to radiological examinations as indicated in section 19: Radiology where hospital equipment is used",,,,,,,
0084,"Charging for films and thermal paper by non-radiologist: in the case of radiological services rendered by non-radiologists where films, thermal paper or magnetic media are used, these media is charged for according to the film price of 2007, as compiled by the Radiological Society of South Africa (this list is available on request at radsoc@iafrica.com)",R0.00,,,,,,
19.1,Skeleton,,,,,,,
19.1.1,Skeleton: Limbs,,,,,,,
3305,"Finger, toe",R156.80,,,,,,
3309,"Smith-Petersen or equivalent control, in theatre",R963.50,,,,,,
3311,"Stress studies, e.g, joint",R191.70,,,,,,
3313,"Full length study, both legs",R385.90,,,,,,
3315,Skeletal survey under 5 years,R495.50,,,,,,
3317,Skeletal survey over 5 years,R697.20,,,,,,
3319,Arthrography per joint,R383.50,,,,,,
3320,Introduction of contrast medium or air: ADD,R343.50,,,,,,
6500,Hand,R191.70,,,,,,
6501,Wrist (specify region),R191.70,,,,,,
6503,Scaphoid,R191.70,,,,,,
6504,Radius and ulna,R191.70,,,,,,
6505,Elbow,R191.70,,,,,,
6506,Humerus,R191.70,,,,,,
6507,Shoulder,R191.70,,,,,,
6508,Acromio-Clavicula joint,R191.70,,,,,,
6509,Clavicle,R191.70,,,,,,
6510,Scapula,R191.70,,,,,,
6511,Foot,R191.70,,,,,,
6512,Ankle,R191.70,,,,,,
6513,Calcaneus,R191.70,,,,,,
6514,Tibia and fibula,R191.70,,,,,,
6515,Knee,R191.70,,,,,,
6516,Patella,R191.70,,,,,,
6517,Femur,R191.70,,,,,,
6518,Hip,R191.70,,,,,,
6519,Sesamoid Bone,R191.70,,,,,,
19.1.2,Skeleton: Spinal column,,,,,,,
3321,"Per region, e.g. cervical, sacral, lumbar coccygeal, one region thoracic",R273.80,,,,,,
3325,Stress studies,R273.80,,,,,,
3329,Scoliosis studies,R523.10,,,,,,
3331,Pelvis (Sacro-iliac or hip joints only to be added where an extra set of view is required),R273.80,,,,,,
3333,Myelography: Lumbar,R719.50,,,,,,
3334,Myelography: Thoracic,R552.90,,,,,,
3335,Myelography: Cervical,R883.70,,,,,,
3336,"Multiple (lumbar, thoracic, cervical): Same fee as for first segment (no additional introduction of contrast medium)",R0.00,,,,,,
3344,Introduction of contrast medium,R465.70,,,,,,
3345,Discography,R861.60,,,,,,
3347,Introduction of contrast medium per disc level: ADD,R702.10,,,,,,
19.1.3,Skeleton: Skull,,,,,,,
3349,Skull studies,R390.80,,,,,,
3351,Paranasal sinuses,R273.80,,,,,,
3353,Facial bones and/or orbits,R313.70,,,,,,
3355,Mandible,R234.00,,,,,,
3357,Nasal bone,R194.10,,,,,,
3359,Mastoid: Bilateral,R448.10,,,,,,
3361,Teeth: One quadrant,R92.50,,,,,,
3363,Teeth: Two quadrants,R156.80,,,,,,
3365,Teeth: Full mouth,R273.80,,,,,,
3366,Teeth: Rotation tomography of the teeth and jaws,R331.00,,,,,,
3367,Teeth: Tempero-mandibular joints: Per side,R273.80,,,,,,
3369,Teeth: Tomography: Per side,R273.80,,,,,,
3371,Localisation of foreign body in the eye,R390.80,,,,,,
3381,Ventriculography,R679.80,,,,,,
3385,Post-nasal studies: Lateral neck,R156.80,,,,,,
3387,Maxillo-facial cephalometry,R219.50,,,,,,
3389,Dacrocystography,R273.80,,,,,,
3391,For introduction of contrast medium: ADD,R273.80,,,,,,
19.2,Alimentary tract,,,,,,,
3393,Bowel washout: ADD,R119.40,,,,,,
3395,Sialography (plus 80% for each additional gland),R316.60,,,,,,
3397,Introduction of contrast medium (plus 80% for each additional gland: ADD),R273.80,,,,,,
3399,Pharynx and oesophagus,R316.60,,,,,,
3403,"Oesophagus, stomach and duodenum (control film of abdomen included) and limited follow through",R497.90,,,,,,
3408,"Barium meal and dedicated gastro-intestinal tract follow through (including control film of the abdomen, oesophagus, duodenum, small bowel and colon)",R719.50,,,,,,
3409,Barium enema (control film of abdomen included),R455.90,,,,,,
3415,Biliary Tract: ERCP own equipment: Choledogram and/or pancreatography screening included,R580.20,,,,,,
3416,Pancreas: ERCP hospital equipment: Choledogram and/or pancreatography screening included,R385.90,,,,,,
,Note: For items 3415 and 3416: Endoscopy (see item 1778),,,,,,,
3417,Gastric/oesophageal/duodenal intubation control,R147.00,,,,,,
3419,Gastric/oesophageal intubation insertion of tube: ADD,R139.40,,,,,,
3421,Duodenal intubation: Insertion of tube: ADD,R273.80,,,,,,
19.3,Biliary tract,,,,,,,
3425,Oral cholecystography,R390.80,,,,,,
3427,Cholangiography: Intravenous,R547.70,,,,,,
3431,Operative cholangiography: First series: ADD item 3607 only when the Radiologist attends personally in theatre,R523.10,,,,,,
3433,Post operative: T-tube,R415.80,,,,,,
3435,Introduction of contrast medium: ADD,R139.40,,,,,,
3437,"Trans hepatic, percutaneous",R455.90,,,,,,
3439,Introduction of contrast medium: ADD,R824.10,,,,,,
3441,Tomography of biliary tract: ADD,R234.00,,,,,,
19.4,Chest,,,,,,,
3443,Larynx (Tomography included),R310.80,,,,,,
3445,Chest (item 3601 included),R234.00,,,,,,
3447,Chest and cardiac studies (item 3601),R313.70,,,,,,
3449,Ribs,R306.40,,,,,,
3451,Sternum or sterno-clavicular joints,R313.70,,,,,,
3453,Bronchography: Unilateral,R313.70,,,,,,
3455,Bronchography: Bilateral,R550.60,,,,,,
3461,Pleurography,R313.70,,,,,,
3465,Laryngography,R273.80,,,,,,
3467,For introduction of contrast medium: ADD,R249.30,,,,,,
3468,Thoracic inlet,R156.80,,,,,,
19.5,Abdomen,,,,,,,
3477,"Control films of the Abdomen (not being part of examination for barium meal, barium enema, pyelogram, cholecystogram, cholangiogram etc.)",R234.00,,,,,,
3479,Acute abdomen or equivalent studies,R390.80,,,,,,
19.6,Urinary tract,,,,,,,
3487,Excretory urogram: Control film included and bladder views before and after micturition (intravenous pyelogram) (item 0206 not applicable),R624.90,,,,,,
3493,Waterload test: ADD,R303.90,,,,,,
3497,Cystography only or urethrography only (retrograde),R480.40,,,,,,
3499,Cysto-urethrography: Retrograde,R793.90,,,,,,
3503,Cysto-urethrography: Introduction of contrast medium,R92.50,,,,,,
3505,Retrograde-prograde pyelography,R455.90,,,,,,
3511,Aspiration renal cyst,R458.00,,,,,,
19.7,Gynaecology and obstetrics,,,,,,,
3515,Pregnancy,R234.00,,R245.60,,R245.60,,
3517,Pelvimetry,R433.30,,R454.70,,R454.70,,
3519,Hystero-salpingography,R310.80,,,,,,
3521,Introduction of contrast medium: ADD,R381.30,,,,,,
19.8,Vascular studies,,,,,,,
,"The following rules are applicable to Section 19.8 (Vascular studies) and Section 19.14 (Interventional Radiological Procedures):

a.   The machine fee (items 3536 to 3550 includes the cost of the following:

i.   All runs (runs may not be billed for separately).
ii.  All film costs (modifier 0084 is not applicable).
iii  All fluoroscopy (item 3601 does not apply).
iv All minor consumables (defined as any item other than catheters, guidewires, introducer sets, specialised catheters, balloon catheters, stents, embolic agents, drugs and contrast media).

b.  The machine fee (items 3536 to 3550) may only be billed for as a once off fee per case per day by the owner of the equipment and is only applicable to radiology practices.

c.  If a procedure is performed by a non-radiologist together with a radiologist as a team, in a facility owned by the radiologist, each member of the team will fee at their respective full rates as per modifiers and the applicable items.

d.  If a procedure is performed by a non-radiologists and a radiologist as a team, in a facility not owned by the radiologist, modifiers 6301 and 6302 applies.

Please note : Modifier 0083 is not applicable to section 19.8 (Vascular Studies) and section 19.14 (Interventional Radiological Procedures)",,,,,,,
,MODIFIER GOVERNING VASCULAR STUDIES,,,,,,,
0086,Vascular groups: “Film series” and “Introduction of Contrast Media” are complementary and together constitute a single examination: neither fee is therefore subject to increase in terms of Modifier 0080: Multiple examinations,,,,,,,
6300,"If a procedure lasts less than 30 minutes, only 50% of the machine fees for items 3536-3550 will be allowed (specify time of procedure on account)",,,,,,,
6302,"When the procedure is performed by a non-radiologist, the fee will be reduced by 40% (i.e. 60% of the fee will be charged)",,,,,,,
6303,"When a procedure is performed entirely by a non-radiologist in a facility owned by a radiologist, the radiologist owning the facility may charge 55% of the procedure units used. Modifier 6302 applies to the non radiologist performing the procedure",,,,,,,
6305,"When multiple catheterisation procedures are used (items 3557, 3559, 3560, 3562) and an angiogram investigation is performed at each level, the unit value of each such multiple procedure will be reduced by 20,00 radiological units for each procedure after the initial catheterisation. The first catheterisation is charged at 100% of the unit value",,,,,,,
19.8.1,Vascular studies: Film Series,,,,,,,
,"Note: In the case of selective catheterisation of a branch of the aorta, the fee for catheterisation of the aorta is not added.",,,,,,,
3545,Venography: Per limb,R411.10,,,,,,
3551,Lymphangiogram per limb (global fee) including lymphatic catheterisation (no machine fee applicable),"R4,153.10",,,,,,
3557,"Catheterisation aorta or vena cava, any level, any route, with aortogram/cavogram","R1,210.10",,,,,,
3558,"Translumbar aortic puncture, with full study","R1,732.90",,,,,,
3559,"Selective first order catheterisation, arterial or venous, with angiogram/venogram","R1,419.40",,,,,,
3560,"Selective second order catheterisation, arterial or venous, with angiogram/ venogram","R1,628.30",,,,,,
3562,"Selective third order catheterisation, arterial or venous, with angiogram/venogram","R1,822.70",,,,,,
3564,Direct femoral arterial or venous or jugular venous puncture,R926.40,,,,,,
3566,"Guiding catheter placement, any site arterial or venous, for any intracranial procedure or anteriovenous malformation (AVM)","R2,136.30",,,,,,
3569,"Intravascular pressure studies, arterial or venous, once off per case",R493.10,,,,,,
3570,"Microcatheter insertion, any cranial vessel and/or pulmonary vessel, arterial or venous (including guiding catheter placement)","R3,256.80",,,,,,
